block,cohort,year_from,grade_from,n_from,mean_from,year_to,grade_to,n_to,mean_to,progression_pp,instrument_caveat
B0090 maddur,G5 2022-23 -> G6 2023-24,2022-23,5.0,180,63.86111,2023-24,6.0,931,55.537056,-8.32,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0098 mudalgi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1110,52.41892,2024-25,5.0,2525,44.10693,-8.31,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0010 bagepally,G5 2022-23 -> G6 2023-24,2022-23,5.0,905,47.55801,2023-24,6.0,608,39.251644,-8.31,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0087 kunigal,G5 2022-23 -> G6 2023-24,2022-23,5.0,730,68.678085,2023-24,6.0,805,60.42236,-8.26,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0023 byadagi,G5 2022-23 -> G6 2023-24,2022-23,5.0,271,66.05166,2023-24,6.0,604,57.872517,-8.18,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0030 chikkaballapur,G5 2022-23 -> G6 2023-24,2022-23,5.0,888,58.47973,2023-24,6.0,719,50.30598,-8.17,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0071 jagalur,G5 2023-24 -> G6 2024-25,2023-24,5.0,694,40.396255,2024-25,6.0,1103,32.252945,-8.14,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0153 kittur,G5 2023-24 -> G6 2024-25,2023-24,5.0,754,63.846153,2024-25,6.0,829,55.729794,-8.12,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0131 srinivasapur,G5 2022-23 -> G6 2023-24,2022-23,5.0,973,58.11408,2023-24,6.0,671,50.0,-8.11,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0061 holenarasipura,G5 2023-24 -> G6 2024-25,2023-24,5.0,962,52.44283,2024-25,6.0,699,44.363377,-8.08,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0093 malavally,G4 2022-23 -> G5 2023-24,2022-23,4.0,224,59.129463,2023-24,5.0,1296,51.157406,-7.97,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0137 turuvekere,G5 2022-23 -> G6 2023-24,2022-23,5.0,839,79.48153,2023-24,6.0,678,71.51917,-7.96,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0003 alur,G5 2022-23 -> G6 2023-24,2022-23,5.0,205,70.560974,2023-24,6.0,398,62.62563,-7.94,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0106 navalgund,G4 2022-23 -> G5 2023-24,2022-23,4.0,1038,58.96917,2023-24,5.0,1092,51.03022,-7.94,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0023 byadagi,G4 2022-23 -> G5 2023-24,2022-23,4.0,216,64.30556,2023-24,5.0,548,56.38686,-7.92,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0127 sira,G5 2022-23 -> G6 2023-24,2022-23,5.0,1094,63.45978,2023-24,6.0,1622,55.55179,-7.91,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0086 kundagol,G4 2022-23 -> G5 2023-24,2022-23,4.0,640,71.38281,2023-24,5.0,1323,63.488285,-7.89,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0143 yelburga,G5 2023-24 -> G6 2024-25,2023-24,5.0,1077,48.096565,2024-25,6.0,1165,40.248928,-7.85,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0043 gadag rural,G5 2022-23 -> G6 2023-24,2022-23,5.0,894,55.665546,2023-24,6.0,1412,47.92493,-7.74,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0124 sidlaghatta,G5 2022-23 -> G6 2023-24,2022-23,5.0,993,56.369587,2023-24,6.0,712,48.651684,-7.72,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0163 narasimharajapura,G5 2023-24 -> G6 2024-25,2023-24,5.0,367,62.506813,2024-25,6.0,327,54.785934,-7.72,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
